,Argument ID,Conclusion,Stance,Premise,text,category,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
4730,D03058,Triple Talaq should be abolished,against,"Triple talaq should happen in three stages with time gaps. This allows time for reconciliation and arbitration. As instant divorce is a misuse of triple talaq, banning the provision itself is not the solution.","Triple talaq should happen in three stages with time gaps. This allows time for reconciliation and arbitration. As instant divorce is a misuse of triple talaq, banning the provision itself is not the solution. against Triple Talaq should be abolished","['Self-direction: action', 'Tradition', 'Conformity: rules', 'Benevolence: caring']",0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
4731,D03059,Triple Talaq should be abolished,in favor of,"Triple Talaq does not follow Quranic guidelines of discussion, arbitration to settle disputes, witnesses to divorce, the specified time period to reconcile, or even a genuine attempt to resolve differences.","Triple Talaq does not follow Quranic guidelines of discussion, arbitration to settle disputes, witnesses to divorce, the specified time period to reconcile, or even a genuine attempt to resolve differences. in favor of Triple Talaq should be abolished","['Conformity: rules', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4732,D03060,Triple Talaq should be abolished,against,It is part of their faith and personal laws can’t be challenged. Article 25 (i) of Indian constitution provides freedom of religion.,It is part of their faith and personal laws can’t be challenged. Article 25 (i) of Indian constitution provides freedom of religion. against Triple Talaq should be abolished,"['Tradition', 'Conformity: rules']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4733,D27004,We can rely on Cryptocurrencies like Bitcoins,against,"If value of standard currency falls, we can still afford to live in our country, because the fall of currency value impacts all fields. For example, if the prices of groceries rise, so does our salaries. But if the value of cryptocurrencies like bitcoin falls, we will loose our hard earned money.","If value of standard currency falls, we can still afford to live in our country, because the fall of currency value impacts all fields. For example, if the prices of groceries rise, so does our salaries. But if the value of cryptocurrencies like bitcoin falls, we will loose our hard earned money. against We can rely on Cryptocurrencies like Bitcoins","['Power: resources', 'Security: personal', 'Security: societal']",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4734,D27005,We can rely on Cryptocurrencies like Bitcoins,against,"Ransomware hackers demanded their payment through bitcoins, because it protects identity of the person in financial transactions.","Ransomware hackers demanded their payment through bitcoins, because it protects identity of the person in financial transactions. against We can rely on Cryptocurrencies like Bitcoins","['Security: societal', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4735,D27011,India is becoming intolerant,against,"Many religions and different cultures are co-existing peacefully in India, which is quite surprising to the rest of the world. India is the best example for religious co-existence. If there is intolerance, this wouldn't be possible.","Many religions and different cultures are co-existing peacefully in India, which is quite surprising to the rest of the world. India is the best example for religious co-existence. If there is intolerance, this wouldn't be possible. against India is becoming intolerant","['Tradition', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4736,D27012,India is becoming intolerant,in favor of,Incidences of mob lynchings were increased these days in the name of unofficial beef ban. And the sad thing is that culprits are left unpunished.,Incidences of mob lynchings were increased these days in the name of unofficial beef ban. And the sad thing is that culprits are left unpunished. in favor of India is becoming intolerant,"['Security: societal', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
4737,D27013,The Sabarimala verdict is progressive and not a threat to traditions,in favor of,Why everything is seen in a sexual nature? Brahmacharya doesn't mean women cannot worship god. Brahmacharya means observing celibacy. It doesn't mean that there shouldn't be female devotees of reproductive age. Narrow-minded people do not understand the difference between devotion and sexual attraction.,Why everything is seen in a sexual nature? Brahmacharya doesn't mean women cannot worship god. Brahmacharya means observing celibacy. It doesn't mean that there shouldn't be female devotees of reproductive age. Narrow-minded people do not understand the difference between devotion and sexual attraction. in favor of The Sabarimala verdict is progressive and not a threat to traditions,"['Tradition', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4738,D27014,The Sabarimala verdict is progressive and not a threat to traditions,in favor of,"Some other temples also ban women, and some temples ban men. If it is the same situation with Sabarimala, people wouldn't have bothered about it. But treating menstruation as impure and banning women of reproductive age is regressive and need to address. Menstruation is just a biological process. Not allowing menstruating women in temples sends a wrong message to people and future generations.","Some other temples also ban women, and some temples ban men. If it is the same situation with Sabarimala, people wouldn't have bothered about it. But treating menstruation as impure and banning women of reproductive age is regressive and need to address. Menstruation is just a biological process. Not allowing menstruating women in temples sends a wrong message to people and future generations. in favor of The Sabarimala verdict is progressive and not a threat to traditions","['Security: personal', 'Conformity: rules', 'Universalism: concern', 'Universalism: tolerance', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
4739,D27015,The Sabarimala verdict is progressive and not a threat to traditions,in favor of,Sabarimala temple is taking funds from government and hence state government has the right to make changes in law for the temple.,Sabarimala temple is taking funds from government and hence state government has the right to make changes in law for the temple. in favor of The Sabarimala verdict is progressive and not a threat to traditions,['Conformity: rules'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4740,D27016,News channels are breaking rules to give Breaking news,in favor of,"If anyone accuses any celebrity, the news will be breaking news for days on news channels. This is an infringement of personal rights. News channels are ignoring the basic thing that the allegations are not proved yet.","If anyone accuses any celebrity, the news will be breaking news for days on news channels. This is an infringement of personal rights. News channels are ignoring the basic thing that the allegations are not proved yet. in favor of News channels are breaking rules to give Breaking news","['Self-direction: action', 'Face', 'Conformity: rules', 'Benevolence: dependability']",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4741,D27017,News channels are breaking rules to give Breaking news,in favor of,"Reporters often try to make victims speak on the incident. Even in the cases of death, reporters rush to the incident and ask questions the victim's family, when they really need some space and time to grieve.","Reporters often try to make victims speak on the incident. Even in the cases of death, reporters rush to the incident and ask questions the victim's family, when they really need some space and time to grieve. in favor of News channels are breaking rules to give Breaking news","['Self-direction: action', 'Conformity: rules', 'Conformity: interpersonal']",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4742,D27021,Women are better managers than men,in favor of,"They are good time managers. As most of the women today manage work and home, they can prioritize their time well.","They are good time managers. As most of the women today manage work and home, they can prioritize their time well. in favor of Women are better managers than men","['Achievement', 'Conformity: rules', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
4743,D27022,Women are better managers than men,in favor of,"In general, they've coherent minds, are punctual and are dedicated to their work. These inbuilt qualities do make them better managers than men.","In general, they've coherent minds, are punctual and are dedicated to their work. These inbuilt qualities do make them better managers than men. in favor of Women are better managers than men",['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4744,D27023,Beauty pageants should be banned,in favor of,Such competitions and beauty pageant have a very wrong influence on society as we all quickly follow the media trends. All this is basically sending the wrong message to our younger generation girls where they are made to understand that being perfect and pretty is extremely necessary. This affects their self-esteem and may even cause depression.,Such competitions and beauty pageant have a very wrong influence on society as we all quickly follow the media trends. All this is basically sending the wrong message to our younger generation girls where they are made to understand that being perfect and pretty is extremely necessary. This affects their self-esteem and may even cause depression. in favor of Beauty pageants should be banned,"['Security: personal', 'Universalism: concern']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4745,D27024,Beauty pageants should be banned,in favor of,"They promote cosmetic surgeries. Women these days, are ready to spend thousands of dollars on getting hair extensions, fake teeth, botox injections, body implants, spray tans, branded outfits and makeup products. This could be extremely expensive to afford and such expenses are never-ending. Cindy Jackson, a known television star. has a world record of 52 plastic surgeries done by her. Some women can even get addicted to such practices and then theirs no look back. This is the direct influence of society's importance to beauty.","They promote cosmetic surgeries. Women these days, are ready to spend thousands of dollars on getting hair extensions, fake teeth, botox injections, body implants, spray tans, branded outfits and makeup products. This could be extremely expensive to afford and such expenses are never-ending. Cindy Jackson, a known television star. has a world record of 52 plastic surgeries done by her. Some women can even get addicted to such practices and then theirs no look back. This is the direct influence of society's importance to beauty. in favor of Beauty pageants should be banned",['Humility'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4746,D27025,Beauty pageants should be banned,in favor of,Beauty pageant can increase the objectification of women.,Beauty pageant can increase the objectification of women. in favor of Beauty pageants should be banned,"['Conformity: rules', 'Conformity: interpersonal', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
4747,D27026,Driverless cars should be allowed in India,in favor of,"The majority of driverless cars are going to be Electric Vehicles (EV's) which will help in decreasing the pollution level in the country, which is also one of the major issues the country is facing.","The majority of driverless cars are going to be Electric Vehicles (EV's) which will help in decreasing the pollution level in the country, which is also one of the major issues the country is facing. in favor of Driverless cars should be allowed in India",['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4748,D27027,Driverless cars should be allowed in India,against,"Even though driverless cars reduce vehicular accidents caused by human error, there are cases of driverless cars causing accidents.","Even though driverless cars reduce vehicular accidents caused by human error, there are cases of driverless cars causing accidents. against Driverless cars should be allowed in India","['Security: societal', 'Benevolence: dependability', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4749,D27028,Driverless cars should be allowed in India,in favor of,"If driverless cars are allowed in India, they can be used for a variety of other purposes also such as delivery or pickup service, which will also save time and human resources.","If driverless cars are allowed in India, they can be used for a variety of other purposes also such as delivery or pickup service, which will also save time and human resources. in favor of Driverless cars should be allowed in India","['Achievement', 'Security: personal', 'Benevolence: caring']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4750,D27029,US-Mexico border wall is a good thing,against,"US treaties with Mexico won't let them build anything on the Rio Grande River and the areas around it. Furthermore, most of the areas along the border in Texas are privately owned which leaves a large part of the border uncovered. So, building the wall is not going to bring any change.","US treaties with Mexico won't let them build anything on the Rio Grande River and the areas around it. Furthermore, most of the areas along the border in Texas are privately owned which leaves a large part of the border uncovered. So, building the wall is not going to bring any change. against US-Mexico border wall is a good thing","['Achievement', 'Humility', 'Universalism: objectivity']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4751,D27030,US-Mexico border wall is a good thing,against,"There is a fairly good chance that the wall is never going to make it up. Projects like these take a large amount of time to complete and if in the next Presidential elections, any other person gets elected, there will be more chances of him/her stopping the construction of the wall.","There is a fairly good chance that the wall is never going to make it up. Projects like these take a large amount of time to complete and if in the next Presidential elections, any other person gets elected, there will be more chances of him/her stopping the construction of the wall. against US-Mexico border wall is a good thing",['Universalism: objectivity'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4752,D27031,US-Mexico border wall is a good thing,against,"According to the reports, illegal crossing of the borders has actually decreased from the year 2014 to 2015 which renders no use in building the wall.","According to the reports, illegal crossing of the borders has actually decreased from the year 2014 to 2015 which renders no use in building the wall. against US-Mexico border wall is a good thing","['Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4753,D27032,India should accept Rohingya refugees,in favor of,"India has always been kind to refugees. Hence, the same spirit should be continued in the case of Rohingya community.","India has always been kind to refugees. Hence, the same spirit should be continued in the case of Rohingya community. in favor of India should accept Rohingya refugees","['Benevolence: caring', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4754,D27033,India should accept Rohingya refugees,in favor of,"Accepting refugees escaping from death situations is surely an act of humanity. Rohingya people have been treated brutally by the Burmese government due to racism. Being a neighboring country, we should be accepting those people who are in deep distress.","Accepting refugees escaping from death situations is surely an act of humanity. Rohingya people have been treated brutally by the Burmese government due to racism. Being a neighboring country, we should be accepting those people who are in deep distress. in favor of India should accept Rohingya refugees","['Benevolence: caring', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4755,D27034,Marital Rape should be criminalized in India,against,Article 15 of Indian constitution prohibits discrimination on the basis of gender. But the proposed law on marital rape in the petitions recognizes only female victims. Hence it is discriminatory to male victims.,Article 15 of Indian constitution prohibits discrimination on the basis of gender. But the proposed law on marital rape in the petitions recognizes only female victims. Hence it is discriminatory to male victims. against Marital Rape should be criminalized in India,"['Conformity: rules', 'Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4756,D27035,Marital Rape should be criminalized in India,against,"Punishing men based on mere words of wives is completely wrong, because of the presumption that women do not lie. Good and bad are not related to gender. There are women criminals too.","Punishing men based on mere words of wives is completely wrong, because of the presumption that women do not lie. Good and bad are not related to gender. There are women criminals too. against Marital Rape should be criminalized in India","['Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4757,D27036,Marital Rape should be criminalized in India,in favor of,"IPC 375, which criminalizes rape, discriminates married women from using the section on their husbands.","IPC 375, which criminalizes rape, discriminates married women from using the section on their husbands. in favor of Marital Rape should be criminalized in India",['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4758,D27037,Men are silent sufferers in this modern world,in favor of,"These days, every man is considered as a potential rapist. If a woman makes a false molestation complaint against a man out of revenge or any other motive, society is more likely to believe the woman's words. Society and media exposes the accused before the investigation. This kind of attitude of society helps victims in genuine cases. But the scope of false cases is ignored. However the same is not true with the complaints against women. If the complaint is against a woman, people doubt about the genuinity of the case. What if the sexual harassment case against the man is a false case? Some people think like men can take anything. False molestation cases will result in the irreversible loss of reputation and causes mental agony to the accused and his family.","These days, every man is considered as a potential rapist. If a woman makes a false molestation complaint against a man out of revenge or any other motive, society is more likely to believe the woman's words. Society and media exposes the accused before the investigation. This kind of attitude of society helps victims in genuine cases. But the scope of false cases is ignored. However the same is not true with the complaints against women. If the complaint is against a woman, people doubt about the genuinity of the case. What if the sexual harassment case against the man is a false case? Some people think like men can take anything. False molestation cases will result in the irreversible loss of reputation and causes mental agony to the accused and his family. in favor of Men are silent sufferers in this modern world","['Face', 'Security: personal', 'Security: societal', 'Conformity: rules', 'Universalism: concern', 'Universalism: objectivity']",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
4759,D27038,Men are silent sufferers in this modern world,in favor of,"Many false domestic violence cases are being reported in India. Girl can drag their in-laws to court, but the same is not true with a boy. In many domestic violence cases, in-laws didn't even stay with couple, but are booked for 'influencing' the boy. Do girl's parents not 'influence' her? And the saddest thing is that girl can complain against her sister-in-law and sister-in-law's husband too under domestic violence, even if they are not staying at her place. Women can be as cruel as men in harassing their life partner.","Many false domestic violence cases are being reported in India. Girl can drag their in-laws to court, but the same is not true with a boy. In many domestic violence cases, in-laws didn't even stay with couple, but are booked for 'influencing' the boy. Do girl's parents not 'influence' her? And the saddest thing is that girl can complain against her sister-in-law and sister-in-law's husband too under domestic violence, even if they are not staying at her place. Women can be as cruel as men in harassing their life partner. in favor of Men are silent sufferers in this modern world",['Universalism: concern'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4760,D27039,WikiLeaks is not a bane,in favor of,"WikiLeaks has won a number of awards, including The Economist's New Media Award in 2008 and Amnesty International's UK Media Award in 2009.","WikiLeaks has won a number of awards, including The Economist's New Media Award in 2008 and Amnesty International's UK Media Award in 2009. in favor of WikiLeaks is not a bane","['Achievement', 'Face']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4761,D27040,WikiLeaks is not a bane,against,Criminals may take advantage of this.,Criminals may take advantage of this. against WikiLeaks is not a bane,"['Security: societal', 'Conformity: rules', 'Benevolence: dependability']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4762,D27041,WikiLeaks is not a bane,against,Leakage of sensitive government information.,Leakage of sensitive government information. against WikiLeaks is not a bane,"['Self-direction: action', 'Security: societal', 'Benevolence: dependability']",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4763,D27044,Betting and gambling should be legalized in India,against,There is no guarantee that illegal gambling activities will stop.,There is no guarantee that illegal gambling activities will stop. against Betting and gambling should be legalized in India,['Conformity: rules'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4764,D27045,Betting and gambling should be legalized in India,against,"Gambling addiction can lead to increase in crime rates, mental illnesses.","Gambling addiction can lead to increase in crime rates, mental illnesses. against Betting and gambling should be legalized in India","['Security: personal', 'Security: societal']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4765,D27046,We should ban alcohol in India,in favor of,"Alcohol addiction is not just a threat to the person that drinks, but also to his/her entire family.","Alcohol addiction is not just a threat to the person that drinks, but also to his/her entire family. in favor of We should ban alcohol in India","['Security: personal', 'Benevolence: caring']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4766,D27047,We should ban alcohol in India,in favor of,Crimes and accidents will be reduced to some extent.,Crimes and accidents will be reduced to some extent. in favor of We should ban alcohol in India,['Security: societal'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4767,D27048,Technology is rising Unemployment rates,in favor of,"Several kinds of jobs are increasingly getting replaced by technology. As per the reports, there is a significant drop in the typists, weavers, construction workers etc.","Several kinds of jobs are increasingly getting replaced by technology. As per the reports, there is a significant drop in the typists, weavers, construction workers etc. in favor of Technology is rising Unemployment rates",['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4768,D27049,Technology is rising Unemployment rates,in favor of,"If any business depends heavily on human labour, it tends to fail as it cannot cope up with the competition from the technologically advanced competitors.","If any business depends heavily on human labour, it tends to fail as it cannot cope up with the competition from the technologically advanced competitors. in favor of Technology is rising Unemployment rates","['Achievement', 'Security: personal']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4769,D27050,Chinese products should be banned in India,in favor of,"India has a huge trade deficit with China. For the year 2017-18, India's imports from China are worth $76.2 billion dollars, whereas India's exports to China are worth $33 billion dollars. So, there is a need to reduce this trade deficit. ","India has a huge trade deficit with China. For the year 2017-18, India's imports from China are worth $76.2 billion dollars, whereas India's exports to China are worth $33 billion dollars. So, there is a need to reduce this trade deficit.  in favor of Chinese products should be banned in India","['Achievement', 'Security: personal', 'Security: societal']",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4770,D27051,Chinese products should be banned in India,in favor of,"Imports from China are hurting the businesses of Indian manufacturers, especially Medium Small &amp; Micro Enterprises (MSME) sector. China is able to produce products for cheaper prices because of its mass production methods. ","Imports from China are hurting the businesses of Indian manufacturers, especially Medium Small &amp; Micro Enterprises (MSME) sector. China is able to produce products for cheaper prices because of its mass production methods.  in favor of Chinese products should be banned in India","['Achievement', 'Security: societal']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4771,D27052,Chinese products should be banned in India,in favor of,"China is blocking India's bid to list Masood Azhar as a terrorist. Not just this, China is blocking India from becoming a member of Nuclear Suppliers Group (NSG) using its veto power. On one hand China wants to maintain good trade relations with India, and on the other hand, it is acting against India in many cases. So, maintaining good trade relations with China may not be a good thing. ","China is blocking India's bid to list Masood Azhar as a terrorist. Not just this, China is blocking India from becoming a member of Nuclear Suppliers Group (NSG) using its veto power. On one hand China wants to maintain good trade relations with India, and on the other hand, it is acting against India in many cases. So, maintaining good trade relations with China may not be a good thing.  in favor of Chinese products should be banned in India","['Security: societal', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4772,D27053,Donald Trump's Presidency was a good thing,against,"Trump has been prioritizing some noticeable issues like the Muslim immigration clampdown, challenging the independence of the Fed, bizarre and ill-qualified cabinet selections, antagonizing China and other trading partners for no reason or embracing Russia and its rogue regime. This is not acceptable beyond limits and can turn people and communities against him.","Trump has been prioritizing some noticeable issues like the Muslim immigration clampdown, challenging the independence of the Fed, bizarre and ill-qualified cabinet selections, antagonizing China and other trading partners for no reason or embracing Russia and its rogue regime. This is not acceptable beyond limits and can turn people and communities against him. against Donald Trump's Presidency was a good thing","['Security: societal', 'Benevolence: dependability', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4773,D27054,Donald Trump's Presidency was a good thing,against,Racism &amp; white supremacy has increased in Trump's term.,Racism &amp; white supremacy has increased in Trump's term. against Donald Trump's Presidency was a good thing,"['Universalism: concern', 'Universalism: tolerance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4774,D27055,Homeschooling should be encouraged in India ,in favor of,Every child is different. Homeschooling allows to design the curriculum based on the student's capabilities and interests.,Every child is different. Homeschooling allows to design the curriculum based on the student's capabilities and interests. in favor of Homeschooling should be encouraged in India ,"['Self-direction: action', 'Achievement']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775,D27056,Homeschooling should be encouraged in India ,in favor of,Children can better explore themselves when they do not have constraints.,Children can better explore themselves when they do not have constraints. in favor of Homeschooling should be encouraged in India ,"['Self-direction: thought', 'Self-direction: action']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,D27057,Uniforms should be mandatory in schools,in favor of,"If the children are used to uniforms, they will no issues in the future if their profession demands uniform.","If the children are used to uniforms, they will no issues in the future if their profession demands uniform. in favor of Uniforms should be mandatory in schools",['Conformity: rules'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4777,D27058,Uniforms should be mandatory in schools,in favor of,"It reduces financial burden, because there is no need to buy many clothes.","It reduces financial burden, because there is no need to buy many clothes. in favor of Uniforms should be mandatory in schools",['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4778,D27059,Stray animals should be killed,in favor of,Stray dogs are often carriers of diseases because of the lack of care.,Stray dogs are often carriers of diseases because of the lack of care. in favor of Stray animals should be killed,['Security: personal'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4779,D27060,Stray animals should be killed,against,There are alternatives to killing stray animals. Sterilization and culling instead of killing them can solve the problem.,There are alternatives to killing stray animals. Sterilization and culling instead of killing them can solve the problem. against Stray animals should be killed,['Universalism: nature'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4780,D27064,Experimenting on Animals is fair,against,"We have no right to suffer animals, even though there are benefits for us.","We have no right to suffer animals, even though there are benefits for us. against Experimenting on Animals is fair","['Conformity: rules', 'Benevolence: dependability', 'Universalism: concern', 'Universalism: nature']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
4781,D27065,Experimenting on Animals is fair,against,Tests can be done on human volunteers with their consent. But animals are forced to take tests with no choice.,Tests can be done on human volunteers with their consent. But animals are forced to take tests with no choice. against Experimenting on Animals is fair,"['Security: personal', 'Benevolence: caring', 'Universalism: nature', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
4782,D27066,Rapists should be tortured,in favor of,"Criminal will feel the pain of the victim, if he is subjected to the same kind of harassment. Thereby, he may not commit the crime again in his life.","Criminal will feel the pain of the victim, if he is subjected to the same kind of harassment. Thereby, he may not commit the crime again in his life. in favor of Rapists should be tortured","['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4783,D27067,Rapists should be tortured,against,We are living in a civilized society. World is preferring humane ways to deal with everyone including criminals. We should not stoop to the criminal's level by torturing him/her in inhumane ways.,We are living in a civilized society. World is preferring humane ways to deal with everyone including criminals. We should not stoop to the criminal's level by torturing him/her in inhumane ways. against Rapists should be tortured,"['Security: societal', 'Conformity: rules', 'Benevolence: caring', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
4784,D27068,Rapists should be tortured,against,"Throughout India, many false rape cases are being registered these days. Torturing all of the accused persons causes torture to innocent persons too.","Throughout India, many false rape cases are being registered these days. Torturing all of the accused persons causes torture to innocent persons too. against Rapists should be tortured","['Security: societal', 'Conformity: rules', 'Universalism: concern']",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4785,D27071,We should ban kids' reality shows,against,Reality shows give opportunity for children to bring out their hidden talents and to finess their skills.,Reality shows give opportunity for children to bring out their hidden talents and to finess their skills. against We should ban kids' reality shows,"['Self-direction: thought', 'Stimulation', 'Hedonism', 'Achievement', 'Security: personal']",1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4786,D27072,We should ban kids' reality shows,against,"Reality shows act like a launchpad for children into the film industry. Some of the present singers, choreographers are made into the movies through reality shows for children.","Reality shows act like a launchpad for children into the film industry. Some of the present singers, choreographers are made into the movies through reality shows for children. against We should ban kids' reality shows",['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,D27073,We should ban kids' reality shows,in favor of,Almost all reality shows involves the process of eliminating participants one by one at each level. Facing defeat infront of everyone is not that easy for children. This may put an emotional toll on children.,Almost all reality shows involves the process of eliminating participants one by one at each level. Facing defeat infront of everyone is not that easy for children. This may put an emotional toll on children. in favor of We should ban kids' reality shows,"['Security: personal', 'Conformity: rules']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4788,D27074,Censorship of movies is an outdated concept,in favor of,"Through censorship, money power will rule society. It's a fact that rich people influence politics.","Through censorship, money power will rule society. It's a fact that rich people influence politics. in favor of Censorship of movies is an outdated concept","['Self-direction: thought', 'Security: societal', 'Universalism: concern']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4789,D27075,Censorship of movies is an outdated concept,in favor of,"Filmmakers spend lot of money and time to make movies. If parts of the movie is cut in the name of censorship, they will be discouraged to make more movies.","Filmmakers spend lot of money and time to make movies. If parts of the movie is cut in the name of censorship, they will be discouraged to make more movies. in favor of Censorship of movies is an outdated concept","['Self-direction: thought', 'Achievement']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4790,D27076,Censorship of movies is an outdated concept,in favor of,Censorship causes imposition of majoritarian ideals on others.,Censorship causes imposition of majoritarian ideals on others. in favor of Censorship of movies is an outdated concept,['Self-direction: thought'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4791,D27080,Aadhaar should be made mandatory in India,in favor of,Reduction of complexity in filling ITR's:,Reduction of complexity in filling ITR's: in favor of Aadhaar should be made mandatory in India,['Achievement'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,D27081,Aadhaar should be made mandatory in India,against,Failed biometric authentication.,Failed biometric authentication. against Aadhaar should be made mandatory in India,['Self-direction: action'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793,D27087,Organ donation should be made compulsory,in favor of,Many people are being kidnapped for organs. Illegal human organ trafficking is in almost every country. Some poor people are selling organs. All these things are consequences of organs shortage.,Many people are being kidnapped for organs. Illegal human organ trafficking is in almost every country. Some poor people are selling organs. All these things are consequences of organs shortage. in favor of Organ donation should be made compulsory,"['Security: personal', 'Security: societal', 'Benevolence: caring', 'Universalism: objectivity']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
